"序号","文件名","订单号","图片分组","图片ID","原始路径","来源URL"
"167","0167_461160151778328248320009_img_002.png","461160151778328248320009","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_current_page2_20260708_230334\images\461160151778328248320009\img_002.png","https://static.jhddsz.com/approval/digital/2026/01/18/93114c32-589e-4788-ba3d-4be1482d67a9.png"
"168","0168_461160151977057714176096_img_001.jpg","461160151977057714176096","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_current_page2_20260708_230334\images\461160151977057714176096\img_001.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/775bceb9-0f4b-41eb-83d5-78421219c12b.jpg"
"169","0169_461160151977057714176096_img_002.jpg","461160151977057714176096","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_current_page2_20260708_230334\images\461160151977057714176096\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/1210c91b-ac3e-40b9-a8b3-c41ec45eddad.jpg"
"170","0170_461160152607131110604830_img_001.jpg","461160152607131110604830","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_current_page2_20260708_230334\images\461160152607131110604830\img_001.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/e091814a-4bba-464e-bd8a-8087ddce6044.jpg"
"171","0171_461160152607131110604830_img_002.jpg","461160152607131110604830","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_current_page2_20260708_230334\images\461160152607131110604830\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/e64d7c8f-7390-4551-8efa-e1aa8c6f40e3.jpg"
"172","0172_461160152638746093158410_img_001.png","461160152638746093158410","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_current_page2_20260708_230334\images\461160152638746093158410\img_001.png","https://static.jhddsz.com/approval/digital/2026/01/18/e1b67de4-64a3-4972-bd1e-e4f31af8ff5b.png"
"173","0173_461160152638746093158410_img_002.png","461160152638746093158410","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_current_page2_20260708_230334\images\461160152638746093158410\img_002.png","https://static.jhddsz.com/approval/digital/2026/01/18/766e49f8-6a4f-452e-adea-dca7529d674b.png"
"174","0174_461160153698867317964805_img_001.jpg","461160153698867317964805","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_current_page2_20260708_230334\images\461160153698867317964805\img_001.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/dcb892aa-aa34-4bd7-b875-fddc48331951.jpg"
"175","0175_461160153698867317964805_img_002.jpg","461160153698867317964805","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_current_page2_20260708_230334\images\461160153698867317964805\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/3b274e5a-f0f5-4ed3-8cfb-cfaef10f7c9a.jpg"
"176","0176_461160153971411514163216_img_001.jpg","461160153971411514163216","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_current_page2_20260708_230334\images\461160153971411514163216\img_001.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/18f9124c-99c5-427d-b75f-6b141fef68c2.jpg"
"177","0177_461160153971411514163216_img_002.jpg","461160153971411514163216","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_current_page2_20260708_230334\images\461160153971411514163216\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/f1926e44-794d-4d34-a164-a08d00ab7547.jpg"
"178","0178_461160154184233032089685_img_001.jpg","461160154184233032089685","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_current_page2_20260708_230334\images\461160154184233032089685\img_001.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/c829bbd3-7809-45fe-b8f3-79ec442bdaf6.jpg"
"179","0179_461160154184233032089685_img_002.jpg","461160154184233032089685","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_current_page2_20260708_230334\images\461160154184233032089685\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/fce93f98-e07b-4bc6-9d80-6fa8aec6c984.jpg"
"180","0180_461160154186122985472039_img_001.jpg","461160154186122985472039","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_current_page2_20260708_230334\images\461160154186122985472039\img_001.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/29a47200-4f8f-4fa3-aad0-f8be15192264.jpg"
"181","0181_461160154186122985472039_img_002.jpg","461160154186122985472039","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_current_page2_20260708_230334\images\461160154186122985472039\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/a7582d81-5210-42e8-8d9e-66d5f359b975.jpg"
"182","0182_461160154736982727065662_img_001.jpg","461160154736982727065662","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_current_page2_20260708_230334\images\461160154736982727065662\img_001.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/c1a1efa5-2270-4fb0-8eaa-fa5ddfd26854.jpg"
"183","0183_461160154736982727065662_img_002.jpg","461160154736982727065662","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_current_page2_20260708_230334\images\461160154736982727065662\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/0f70a1ff-f6bb-4060-90d1-d37e5b331d94.jpg"
"184","0184_461160155892992458752095_img_001.jpg","461160155892992458752095","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_current_page2_20260708_230334\images\461160155892992458752095\img_001.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/928ce52a-b3b9-4bca-87f6-2dcfa72955f8.jpg"
"185","0185_461160155892992458752095_img_002.jpg","461160155892992458752095","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_current_page2_20260708_230334\images\461160155892992458752095\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/a3d17b71-9d92-4a03-8200-9668ce6b97e8.jpg"
"186","0186_461160156035399136051271_img_001.jpg","461160156035399136051271","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_current_page2_20260708_230334\images\461160156035399136051271\img_001.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/9153df8c-4436-41fe-8484-a67e2682097f.jpg"
"187","0187_461160156035399136051271_img_002.jpg","461160156035399136051271","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_current_page2_20260708_230334\images\461160156035399136051271\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/12ed333b-5dc7-4a5b-b1ef-6470c2ba6398.jpg"
"188","0188_461160156246161244160063_img_001.jpg","461160156246161244160063","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_current_page2_20260708_230334\images\461160156246161244160063\img_001.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/a496cb5e-1587-45f0-b9a0-2f1603de4cff.jpg"
"189","0189_461160156246161244160063_img_002.jpg","461160156246161244160063","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_current_page2_20260708_230334\images\461160156246161244160063\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/bcbb84f0-bcb8-4c70-b609-4c37f3b171d5.jpg"
"190","0190_461160156914635145216023_img_001.jpg","461160156914635145216023","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_current_page2_20260708_230334\images\461160156914635145216023\img_001.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/4778285e-01dc-4030-8432-da49460096f6.jpg"
"191","0191_461160156914635145216023_img_002.jpg","461160156914635145216023","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_current_page2_20260708_230334\images\461160156914635145216023\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/6b3806c8-b5db-46b5-a466-556f736e03b9.jpg"
"192","0192_461160157039763013632036_img_001.jpg","461160157039763013632036","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_current_page2_20260708_230334\images\461160157039763013632036\img_001.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/d1e4092a-f88c-4909-9509-019f2c885eff.jpg"
"193","0193_461160157039763013632036_img_002.jpg","461160157039763013632036","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_current_page2_20260708_230334\images\461160157039763013632036\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/ced4cde2-8fd2-4be6-b205-1bc0b2848b12.jpg"
"194","0194_461160157099066248396829_img_001.jpg","461160157099066248396829","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_current_page2_20260708_230334\images\461160157099066248396829\img_001.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/dd8ac29f-faf3-4d79-9c05-baac2cc08b35.jpg"
"195","0195_461160157099066248396829_img_002.jpg","461160157099066248396829","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_current_page2_20260708_230334\images\461160157099066248396829\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/3cf27fd9-37ca-4623-9fec-15b20535de9e.jpg"
"196","0196_461160157099066248396829_img_003.png","461160157099066248396829","SN码采集 / 激活照片","img_003","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_current_page2_20260708_230334\images\461160157099066248396829\img_003.png","https://static.jhddsz.com/approval/digital/2026/03/12/935c0ca1-ec99-4b4b-b371-51f050b66189.png"
"197","0197_461160157267178985881673_img_001.jpg","461160157267178985881673","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_current_page2_20260708_230334\images\461160157267178985881673\img_001.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/e7b034ef-c10b-4b34-801d-a78427ce9a54.jpg"
"198","0198_461160157267178985881673_img_002.jpg","461160157267178985881673","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_current_page2_20260708_230334\images\461160157267178985881673\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/1b58e756-605f-4326-b127-911953782b8b.jpg"
"199","0199_461160157427488656588828_img_001.jpg","461160157427488656588828","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_current_page2_20260708_230334\images\461160157427488656588828\img_001.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/76302ec5-393f-4994-8bd7-4df1941ab360.jpg"
"200","0200_461160157427488656588828_img_002.jpg","461160157427488656588828","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_current_page2_20260708_230334\images\461160157427488656588828\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/ff3ee5bd-e5c3-45a5-8f8c-1c04a3a66f2b.jpg"
"201","0201_461160157499586235596852_img_001.jpg","461160157499586235596852","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_current_page2_20260708_230334\images\461160157499586235596852\img_001.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/3c83859a-9ebd-439c-b1f9-07352d68428a.jpg"
"202","0202_461160157499586235596852_img_002.jpg","461160157499586235596852","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_current_page2_20260708_230334\images\461160157499586235596852\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/ee724d70-e26b-4986-8f2d-b3852eb18c2e.jpg"
"203","0203_461160158587433507225655_img_001.jpg","461160158587433507225655","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_current_page2_20260708_230334\images\461160158587433507225655\img_001.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/52833c91-fd7c-486e-b647-af33bfd9d015.jpg"
"204","0204_461160158587433507225655_img_002.jpg","461160158587433507225655","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_current_page2_20260708_230334\images\461160158587433507225655\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/bfeb9e5d-4cc4-424b-ab8a-286ce604e1a5.jpg"
"205","0205_461160158787062228582439_img_001.jpg","461160158787062228582439","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_current_page2_20260708_230334\images\461160158787062228582439\img_001.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/cf349284-5e71-4ac2-b77a-031810e24c90.jpg"
"206","0206_461160158787062228582439_img_002.jpg","461160158787062228582439","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_current_page2_20260708_230334\images\461160158787062228582439\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/07767732-2b3d-4a89-b702-e95e3cdd0f44.jpg"
"207","0207_471160139628970524672143_img_001.jpg","471160139628970524672143","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\471160139628970524672143\img_001.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/6f994816-9f9b-4c79-93c2-ea8f0b6c5e94.jpg"
"208","0208_471160139628970524672143_img_002.jpg","471160139628970524672143","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\471160139628970524672143\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/d5362e78-4013-4b8c-a388-bbd92e52c5c6.jpg"
"209","0209_471160139628970524672143_img_003.jpg","471160139628970524672143","SN码采集 / 激活照片","img_003","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\471160139628970524672143\img_003.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/5f9ab0fe-905a-4aa4-aea9-8a974075ef25.jpg"
"210","0210_471160141395545938329698_img_001.jpg","471160141395545938329698","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\471160141395545938329698\img_001.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/80d3b265-5be4-4428-beb6-04a4f9d2dbc8.jpg"
"211","0211_471160141395545938329698_img_002.jpg","471160141395545938329698","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\471160141395545938329698\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/47863837-b2a6-44eb-95c0-fa57d22c251d.jpg"
"212","0212_471160141825311942246450_img_001.jpg","471160141825311942246450","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\471160141825311942246450\img_001.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/09d6fa59-a7b6-4273-bb35-5988cd054e3a.jpg"
"213","0213_471160141825311942246450_img_002.jpg","471160141825311942246450","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\471160141825311942246450\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/c4a03e13-e704-481d-a3b6-5788bec5fde8.jpg"
"214","0214_471160142532642730803275_img_001.jpg","471160142532642730803275","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\471160142532642730803275\img_001.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/a99585cf-a9e6-4504-a58c-ed156f255445.jpg"
"215","0215_471160142532642730803275_img_002.jpg","471160142532642730803275","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\471160142532642730803275\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/68ce9340-dfea-4f7d-a83e-cef514e6f46d.jpg"
"216","0216_471160142660054774579262_img_001.jpg","471160142660054774579262","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\471160142660054774579262\img_001.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/5c227e4a-fcc1-4316-a213-9747e0754e57.jpg"
"217","0217_471160142660054774579262_img_002.jpg","471160142660054774579262","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\471160142660054774579262\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/d5cab297-48cf-490f-8214-595525818c83.jpg"
"218","0218_471160142751673457049658_img_001.jpg","471160142751673457049658","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\471160142751673457049658\img_001.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/5beabb05-1836-44df-b9c2-3062497b6fa9.jpg"
"219","0219_471160142751673457049658_img_002.jpg","471160142751673457049658","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\471160142751673457049658\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/221d894b-9137-42e7-a7e6-a48dd26587ea.jpg"
"220","0220_471160142811563091558420_img_001.jpg","471160142811563091558420","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\471160142811563091558420\img_001.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/68db3059-7a04-442d-add5-5ba848b4d671.jpg"
"221","0221_471160142811563091558420_img_002.jpg","471160142811563091558420","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\471160142811563091558420\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/530d8d1b-ae76-407a-a739-7a83db674eee.jpg"
"222","0222_471160143417191222476827_img_001.jpg","471160143417191222476827","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\471160143417191222476827\img_001.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/9d7b203e-6802-4333-872c-15584cd8c588.jpg"
"223","0223_471160143417191222476827_img_002.jpg","471160143417191222476827","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\471160143417191222476827\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/36ed374d-c537-4105-8f97-6ccea2000d4a.jpg"
"224","0224_471160143517573506662432_img_001.jpg","471160143517573506662432","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\471160143517573506662432\img_001.jpg","https://static.jhddsz.com/approval/digital/2026/01/19/45f940fc-1de5-4580-ad70-e093fe001e56.jpg"
"225","0225_471160143517573506662432_img_002.jpg","471160143517573506662432","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\471160143517573506662432\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/62df14c3-eb77-41a3-859d-93f27bc25887.jpg"
"226","0226_471160143670537260236878_img_001.jpg","471160143670537260236878","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\471160143670537260236878\img_001.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/d9483a7b-6343-4e40-bc85-bc109bd49164.jpg"
"227","0227_471160143670537260236878_img_002.jpg","471160143670537260236878","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\471160143670537260236878\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/29f6c430-d6ab-4b77-8921-eb7b06f204cb.jpg"
"228","0228_471160143806738042060873_img_001.jpg","471160143806738042060873","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\471160143806738042060873\img_001.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/e3e5f47c-65e7-4b3c-bd9b-72c7b163db38.jpg"
"229","0229_471160143806738042060873_img_002.jpg","471160143806738042060873","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\471160143806738042060873\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/85cbd7c5-5b3f-4351-aba4-5af69e2465bf.jpg"
"230","0230_471160143825226534092887_img_001.jpg","471160143825226534092887","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\471160143825226534092887\img_001.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/654441dc-9fe5-4135-94f4-349808697315.jpg"
"231","0231_471160143825226534092887_img_002.jpg","471160143825226534092887","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\471160143825226534092887\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/b94e8c55-29ad-4b8b-8978-03bd249b2878.jpg"
"232","0232_471160143863454259609680_img_001.jpg","471160143863454259609680","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\471160143863454259609680\img_001.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/93cc535f-0aeb-495b-b601-3cc9a7e0ec7a.jpg"
"233","0233_471160143863454259609680_img_002.jpg","471160143863454259609680","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\471160143863454259609680\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/197d01a6-eadb-402c-b2ee-87a80d1fed6a.jpg"
"234","0234_471160144296819841433682_img_001.jpg","471160144296819841433682","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\471160144296819841433682\img_001.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/17be8f34-d152-49f8-b162-75d34ae2e54c.jpg"
"235","0235_471160144296819841433682_img_002.jpg","471160144296819841433682","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\471160144296819841433682\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/9a205258-eb5f-4b35-bdab-4a55791e2cbb.jpg"
"236","0236_471160144734440911667236_img_001.jpg","471160144734440911667236","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\471160144734440911667236\img_001.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/73ff04d7-3f39-47b2-9dfc-90c92b336277.jpg"
"237","0237_471160144734440911667236_img_002.jpg","471160144734440911667236","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\471160144734440911667236\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/999e090c-2ce0-4cc5-bd7a-8fcd4a67ef6f.jpg"
"238","0238_471160145606391434444849_img_001.jpg","471160145606391434444849","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\471160145606391434444849\img_001.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/d9a39f03-da98-4307-8fb4-6e67df4ed450.jpg"
"239","0239_471160145606391434444849_img_002.jpg","471160145606391434444849","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\471160145606391434444849\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/5fa08c46-63ef-4128-a8f9-d5807d6d9dd6.jpg"
"240","0240_471160145665499237580875_img_001.jpg","471160145665499237580875","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\471160145665499237580875\img_001.jpg","https://static.jhddsz.com/approval/digital/2026/01/21/59815587-a955-479f-be5f-1c17cb504500.jpg"
"241","0241_471160145665499237580875_img_002.jpg","471160145665499237580875","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\471160145665499237580875\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/23/144fcd95-955e-480d-ae4e-224db5699717.jpg"
"242","0242_471160145694828324454448_img_001.png","471160145694828324454448","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\471160145694828324454448\img_001.png","https://static.jhddsz.com/approval/digital/2026/01/18/7076c704-a4c2-4408-970d-1f2ad02c7d57.png"
"243","0243_471160145694828324454448_img_002.png","471160145694828324454448","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\471160145694828324454448\img_002.png","https://static.jhddsz.com/approval/digital/2026/01/18/4333becd-e6ed-47b5-a364-880ba3fca4be.png"
"244","0244_471160145720388413030490_img_001.jpg","471160145720388413030490","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\471160145720388413030490\img_001.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/9e8f4ba0-9fec-4110-b8e5-72aa0809d0dd.jpg"
"245","0245_471160145720388413030490_img_002.jpg","471160145720388413030490","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\471160145720388413030490\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/dd49ea52-12fb-4bb2-9464-a65696f694cc.jpg"
"246","0246_471160145870698853171393_img_001.jpg","471160145870698853171393","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\471160145870698853171393\img_001.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/f4f9b729-9cee-42ee-88aa-87c827eab479.jpg"
"247","0247_471160145870698853171393_img_002.jpg","471160145870698853171393","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\471160145870698853171393\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/ae2c875a-7455-40a0-9d58-2d119b2d6562.jpg"
"248","0248_471160145958420201472045_img_001.jpg","471160145958420201472045","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\471160145958420201472045\img_001.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/104a1080-0c81-4968-8705-1792ab3f829b.jpg"
"249","0249_471160145958420201472045_img_002.jpg","471160145958420201472045","SN码采集 / 激活照片","img_002","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\471160145958420201472045\img_002.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/54310f8b-1942-4a4d-a1de-e037f34692ce.jpg"
"250","0250_471160145978500002611246_img_001.jpg","471160145978500002611246","拆封照片","img_001","C:\Users\HUAWEI\Desktop\audit_robot\data\guobu_api_all_20260708_203001\images\471160145978500002611246\img_001.jpg","https://static.jhddsz.com/approval/digital/2026/01/18/e120c954-0046-4e08-ab34-083ee2aa7331.jpg"
