"序号","文件名","订单号","图片分组","图片ID","原始路径","来源URL"
"515","0515_481173563611649477836878_img_001.jpg","481173563611649477836878","商品照片","img_001","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173563611649477836878\img_001.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/22/6dde9d07-2207-414c-9b30-0c2585ca6bfc.jpg"
"516","0516_481173563611649477836878_img_002.jpg","481173563611649477836878","拆封照片","img_002","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173563611649477836878\img_002.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/22/222c267c-cc35-4af6-8d8f-25e1427e05d6.jpg"
"517","0517_481173563611649477836878_img_003.jpg","481173563611649477836878","SN码采集 / 激活照片","img_003","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173563611649477836878\img_003.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/22/74ced8ee-efe5-4c5c-bea7-60d3db474e55.jpg"
"518","0518_481173564803673207603256_img_001.jpg","481173564803673207603256","商品照片","img_001","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173564803673207603256\img_001.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/22/d7f4f105-38c3-4f17-a6ec-efa9b5db5a17.jpg"
"519","0519_481173564803673207603256_img_002.jpg","481173564803673207603256","拆封照片","img_002","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173564803673207603256\img_002.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/22/d4d956c3-ba3b-4de8-9f16-27b6723af869.jpg"
"520","0520_481173564803673207603256_img_003.jpg","481173564803673207603256","SN码采集 / 激活照片","img_003","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173564803673207603256\img_003.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/22/ff749974-6782-4a19-be58-8de2e3461ed5.jpg"
"521","0521_481173565307979526963280_img_001.jpg","481173565307979526963280","商品照片","img_001","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173565307979526963280\img_001.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/22/32a3c559-3988-4ef9-ac7c-99847d0803a8.jpg"
"522","0522_481173565307979526963280_img_002.jpg","481173565307979526963280","拆封照片","img_002","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173565307979526963280\img_002.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/22/813d48da-1fc9-442d-b3a8-2639541e03f0.jpg"
"523","0523_481173565307979526963280_img_003.jpg","481173565307979526963280","SN码采集 / 激活照片","img_003","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173565307979526963280\img_003.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/22/96f77dcb-4764-4068-9c60-b4b1237ae8c4.jpg"
"524","0524_481173565432363286528084_img_001.jpg","481173565432363286528084","商品照片","img_001","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173565432363286528084\img_001.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/22/1f94bcce-f71c-4162-8f1d-2b1c0940d2b9.jpg"
"525","0525_481173565432363286528084_img_002.jpg","481173565432363286528084","拆封照片","img_002","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173565432363286528084\img_002.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/22/577382c9-91b9-4214-90bf-fc43b0ae1159.jpg"
"526","0526_481173565432363286528084_img_003.jpg","481173565432363286528084","SN码采集 / 激活照片","img_003","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173565432363286528084\img_003.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/22/382723af-d911-49e8-9311-d658bb6d8ea7.jpg"
"527","0527_481173567186589830348877_img_001.jpg","481173567186589830348877","商品照片","img_001","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173567186589830348877\img_001.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/22/71c3d1b2-611f-4ecc-a614-9345ee93daff.jpg"
"528","0528_481173567186589830348877_img_002.jpg","481173567186589830348877","拆封照片","img_002","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173567186589830348877\img_002.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/22/f39c4b3f-5e2f-4217-8043-679ca22fbd5d.jpg"
"529","0529_481173567186589830348877_img_003.jpg","481173567186589830348877","SN码采集 / 激活照片","img_003","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173567186589830348877\img_003.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/22/e54e6ddb-2966-4dfa-9ad0-a4d3fb26c217.jpg"
"530","0530_481173567524675885465645_img_001.jpg","481173567524675885465645","商品照片","img_001","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173567524675885465645\img_001.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/22/575ee4a6-aacb-4ff7-b031-25060d3ca438.jpg"
"531","0531_481173567524675885465645_img_002.jpg","481173567524675885465645","拆封照片","img_002","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173567524675885465645\img_002.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/22/765dccd5-97d6-42d6-804e-0997bd1c2b1b.jpg"
"532","0532_481173567524675885465645_img_003.jpg","481173567524675885465645","SN码采集 / 激活照片","img_003","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173567524675885465645\img_003.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/22/e31d0e6b-4e7c-4d9f-9c8e-e3e6ea2fc719.jpg"
"533","0533_481173568603869498572814_img_001.jpg","481173568603869498572814","商品照片","img_001","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173568603869498572814\img_001.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/22/d338055d-666b-4aa8-b9df-063e6d43957a.jpg"
"534","0534_481173568603869498572814_img_002.jpg","481173568603869498572814","拆封照片","img_002","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173568603869498572814\img_002.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/22/4956e920-d2d4-4469-ab1e-48c6a4d7c354.jpg"
"535","0535_481173568603869498572814_img_003.jpg","481173568603869498572814","SN码采集 / 激活照片","img_003","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173568603869498572814\img_003.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/22/cf091a8f-d153-4201-a716-6f59d7d4dc1f.jpg"
"536","0536_481173568681211628748811_img_001.jpg","481173568681211628748811","商品照片","img_001","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173568681211628748811\img_001.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/22/72a9dd70-3650-4969-b419-7c10ef627425.jpg"
"537","0537_481173568681211628748811_img_002.jpg","481173568681211628748811","拆封照片","img_002","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173568681211628748811\img_002.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/22/26caa257-e393-4916-9623-acb0d39fa070.jpg"
"538","0538_481173568681211628748811_img_003.jpg","481173568681211628748811","SN码采集 / 激活照片","img_003","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173568681211628748811\img_003.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/22/b9aeabc7-e5c4-46b1-992a-638a00819f92.jpg"
"539","0539_481173568702279617740875_img_001.jpg","481173568702279617740875","商品照片","img_001","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173568702279617740875\img_001.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/22/fcd91295-03e3-46aa-bd15-984febe38e68.jpg"
"540","0540_481173568702279617740875_img_002.jpg","481173568702279617740875","拆封照片","img_002","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173568702279617740875\img_002.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/22/f02e684e-74ee-46fb-b619-773e275231fb.jpg"
"541","0541_481173568702279617740875_img_003.jpg","481173568702279617740875","SN码采集 / 激活照片","img_003","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173568702279617740875\img_003.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/22/d37bf6e4-37ff-4ab4-90e9-b817a842984f.jpg"
"542","0542_481173570046052388044822_img_001.jpg","481173570046052388044822","商品照片","img_001","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173570046052388044822\img_001.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/22/0e3c1815-e533-4f76-9544-64bdcbc62934.jpg"
"543","0543_481173570046052388044822_img_002.jpg","481173570046052388044822","拆封照片","img_002","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173570046052388044822\img_002.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/22/d8be6d48-4086-42dc-beb6-5667a3d2a125.jpg"
"544","0544_481173570046052388044822_img_003.jpg","481173570046052388044822","SN码采集 / 激活照片","img_003","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173570046052388044822\img_003.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/22/166b21cd-bd46-419f-ba2e-d094e6ae6f55.jpg"
"545","0545_481173571326774745497680_img_001.jpg","481173571326774745497680","商品照片","img_001","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173571326774745497680\img_001.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/22/152ce6f1-5bc7-4cee-9a4c-01dc7fbc30d0.jpg"
"546","0546_481173571326774745497680_img_002.jpg","481173571326774745497680","拆封照片","img_002","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173571326774745497680\img_002.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/22/08c7bedf-f597-46fd-a3e6-cf553ac4a01b.jpg"
"547","0547_481173571326774745497680_img_003.jpg","481173571326774745497680","SN码采集 / 激活照片","img_003","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173571326774745497680\img_003.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/22/d3c8dba6-ae49-41fc-ba7b-27ab2980590b.jpg"
"548","0548_481173572793773640908895_img_001.jpg","481173572793773640908895","商品照片","img_001","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173572793773640908895\img_001.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/22/44209e49-be1c-48a9-9915-fc9e51610b90.jpg"
"549","0549_481173572793773640908895_img_002.jpg","481173572793773640908895","拆封照片","img_002","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173572793773640908895\img_002.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/22/37c7f7e6-53cf-452e-869b-c4787a854c78.jpg"
"550","0550_481173572793773640908895_img_003.jpg","481173572793773640908895","SN码采集 / 激活照片","img_003","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173572793773640908895\img_003.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/22/57a231b6-9739-46b2-8a9a-07030773bedb.jpg"
"551","0551_481173573988254413619285_img_001.jpg","481173573988254413619285","商品照片","img_001","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173573988254413619285\img_001.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/22/06ab1843-0874-468d-adb7-115755bec4bb.jpg"
"552","0552_481173573988254413619285_img_002.jpg","481173573988254413619285","商品照片","img_002","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173573988254413619285\img_002.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/22/abb8816b-0bd7-4ca1-99e8-fa639e313b15.jpg"
"553","0553_481173573988254413619285_img_003.jpg","481173573988254413619285","拆封照片","img_003","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173573988254413619285\img_003.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/22/c7b363ee-e5fc-4904-9b1f-8d005f19bf1d.jpg"
"554","0554_481173573988254413619285_img_004.jpg","481173573988254413619285","SN码采集 / 激活照片","img_004","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173573988254413619285\img_004.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/22/407b5160-337c-4bbd-af74-b023f2da836b.jpg"
"555","0555_481173575646755176448002_img_001.jpg","481173575646755176448002","商品照片","img_001","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173575646755176448002\img_001.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/22/41fbdf2c-3d4e-4664-aedd-34e460655877.jpg"
"556","0556_481173575646755176448002_img_002.jpg","481173575646755176448002","拆封照片","img_002","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173575646755176448002\img_002.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/22/225bf3e6-f386-40ae-a970-263617624378.jpg"
"557","0557_481173575646755176448002_img_003.jpg","481173575646755176448002","SN码采集 / 激活照片","img_003","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173575646755176448002\img_003.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/22/8874a1c3-8b79-4b81-a331-d9453534a941.jpg"
"558","0558_481173577009721960038440_img_001.jpg","481173577009721960038440","商品照片","img_001","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173577009721960038440\img_001.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/22/02d7e8a8-6f06-4db6-9955-798a93c71813.jpg"
"559","0559_481173577009721960038440_img_002.jpg","481173577009721960038440","商品照片","img_002","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173577009721960038440\img_002.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/22/4276447a-bd8b-46e3-97d7-5560e15d3a4b.jpg"
"560","0560_481173577009721960038440_img_003.jpg","481173577009721960038440","拆封照片","img_003","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173577009721960038440\img_003.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/22/6d80deb1-51d8-4657-af09-820bfcfe9b75.jpg"
"561","0561_481173577009721960038440_img_004.jpg","481173577009721960038440","SN码采集 / 激活照片","img_004","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173577009721960038440\img_004.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/22/f789804b-aaee-4f71-894d-82d80f400f49.jpg"
"562","0562_481173577199591355187208_img_001.jpg","481173577199591355187208","商品照片","img_001","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173577199591355187208\img_001.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/22/ae9c0259-e455-4921-bae3-3de1f4a2cfef.jpg"
"563","0563_481173577199591355187208_img_002.jpg","481173577199591355187208","商品照片","img_002","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173577199591355187208\img_002.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/22/3ce2603f-dee1-4ce2-914f-e0c465940345.jpg"
"564","0564_481173577199591355187208_img_003.jpg","481173577199591355187208","拆封照片","img_003","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173577199591355187208\img_003.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/22/ce00bd87-1ad0-4403-8f89-854b986a3672.jpg"
"565","0565_481173577199591355187208_img_004.jpg","481173577199591355187208","SN码采集 / 激活照片","img_004","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173577199591355187208\img_004.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/22/c143aa12-9ac0-4e70-9c30-bde3faed6d6f.jpg"
"566","0566_481173577531184660480027_img_001.jpg","481173577531184660480027","商品照片","img_001","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173577531184660480027\img_001.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/22/3e49f855-9e0d-41a6-8213-a0c61b7f423a.jpg"
"567","0567_481173577531184660480027_img_002.jpg","481173577531184660480027","商品照片","img_002","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173577531184660480027\img_002.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/22/a42a3d6c-d68c-4f2a-9aef-5f528652fc4a.jpg"
"568","0568_481173577531184660480027_img_003.jpg","481173577531184660480027","拆封照片","img_003","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173577531184660480027\img_003.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/22/10729563-ea00-4df6-8820-0c6096c6cdbf.jpg"
"569","0569_481173577531184660480027_img_004.jpg","481173577531184660480027","SN码采集 / 激活照片","img_004","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173577531184660480027\img_004.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/22/08851ad1-e2fa-4b8e-96ef-c99c47947a10.jpg"
"570","0570_481173578368704944537682_img_001.jpg","481173578368704944537682","商品照片","img_001","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173578368704944537682\img_001.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/22/700badb4-22e6-4c6e-bf4c-13b9ede3128e.jpg"
"571","0571_481173578368704944537682_img_002.jpg","481173578368704944537682","拆封照片","img_002","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173578368704944537682\img_002.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/22/70da5c2b-84df-447c-b38a-a799424ac0bb.jpg"
"572","0572_481173578368704944537682_img_003.jpg","481173578368704944537682","SN码采集 / 激活照片","img_003","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173578368704944537682\img_003.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/22/a63bb4f8-c28b-4298-b0f0-aa42faf82ef7.jpg"
"573","0573_481173582358997997977604_img_001.jpg","481173582358997997977604","商品照片","img_001","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173582358997997977604\img_001.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/22/a841e4fc-ccab-48cf-b354-af2b7f6dc749.jpg"
"574","0574_481173582358997997977604_img_002.jpg","481173582358997997977604","拆封照片","img_002","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173582358997997977604\img_002.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/22/e2df7021-29b2-4c22-a3cb-20eee5d19e88.jpg"
"575","0575_481173582358997997977604_img_003.jpg","481173582358997997977604","SN码采集 / 激活照片","img_003","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173582358997997977604\img_003.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/22/671acd16-5ba3-4a65-ac59-2b74d8f06ae5.jpg"
